STATION,NAME,location,date,TAVG,TMAX,TMIN,average_c,max_c,min_c
UKE00156884,"WISLEY, UK",London,11/01/2022,43,48,38,6.1,8.9,3.3
UKE00156884,"WISLEY, UK",London,12/01/2022,40.5,51,30,4.7,10.6,-1.1
UKE00156884,"WISLEY, UK",London,13/01/2022,38,48,28,3.3,8.9,-2.2
UKE00156884,"WISLEY, UK",London,14/01/2022,35,43,27,1.7,6.1,-2.8
UKE00156884,"WISLEY, UK",London,15/01/2022,37.5,48,27,3.1,8.9,-2.8
UKE00156884,"WISLEY, UK",London,16/01/2022,41,50,32,5,10,0
UKE00156884,"WISLEY, UK",London,17/01/2022,36.5,42,31,2.5,5.6,-0.6
UKE00156884,"WISLEY, UK",London,18/01/2022,36.5,48,25,2.5,8.9,-3.9
UKE00156884,"WISLEY, UK",London,19/01/2022,34.5,42,27,1.4,5.6,-2.8
UKE00156884,"WISLEY, UK",London,20/01/2022,33.5,40,27,0.8,4.4,-2.8
UKE00156884,"WISLEY, UK",London,21/01/2022,34.5,43,26,1.4,6.1,-3.3
UKE00156884,"WISLEY, UK",London,22/01/2022,35.5,42,29,1.9,5.6,-1.7
UKE00156884,"WISLEY, UK",London,23/01/2022,40,40,40,4.4,4.4,4.4
UKE00156884,"WISLEY, UK",London,24/01/2022,39,39,39,3.9,3.9,3.9
UKE00156884,"WISLEY, UK",London,25/01/2022,41.5,48,35,5.3,8.9,1.7
UKE00156884,"WISLEY, UK",London,26/01/2022,45,55,35,7.2,12.8,1.7
UKE00156884,"WISLEY, UK",London,27/01/2022,45,51,39,7.2,10.6,3.9
UKE00156884,"WISLEY, UK",London,28/01/2022,43.5,56,31,6.4,13.3,-0.6
UKE00156884,"WISLEY, UK",London,29/01/2022,41,48,34,5,8.9,1.1
UKE00156884,"WISLEY, UK",London,30/01/2022,38.5,48,29,3.6,8.9,-1.7
UKE00156884,"WISLEY, UK",London,31/01/2022,45.5,58,33,7.5,14.4,0.6
UKE00156884,"WISLEY, UK",London,01/02/2022,46.5,54,39,8.1,12.2,3.9
UKE00156884,"WISLEY, UK",London,02/02/2022,48,50,46,8.9,10,7.8
UKE00156884,"WISLEY, UK",London,03/02/2022,45,46,44,7.2,7.8,6.7
UKE00156884,"WISLEY, UK",London,04/02/2022,46,51,41,7.8,10.6,5
UKE00156884,"WISLEY, UK",London,05/02/2022,44,53,35,6.7,11.7,1.7
UKE00156884,"WISLEY, UK",London,06/02/2022,44.5,51,38,6.9,10.6,3.3
UKE00156884,"WISLEY, UK",London,07/02/2022,44.5,54,35,6.9,12.2,1.7
UKE00156884,"WISLEY, UK",London,08/02/2022,47.5,56,39,8.6,13.3,3.9
UKE00156884,"WISLEY, UK",London,09/02/2022,46,46,46,7.8,7.8,7.8
UKE00156884,"WISLEY, UK",London,10/02/2022,44.5,49,40,6.9,9.4,4.4
UKE00156884,"WISLEY, UK",London,11/02/2022,39,48,30,3.9,8.9,-1.1
UKE00156884,"WISLEY, UK",London,12/02/2022,41.5,50,33,5.3,10,0.6
UKE00156884,"WISLEY, UK",London,13/02/2022,46,50,42,7.8,10,5.6
UKE00156884,"WISLEY, UK",London,14/02/2022,48,55,41,8.9,12.8,5
UKE00156884,"WISLEY, UK",London,15/02/2022,47.5,59,36,8.6,15,2.2
UKE00156884,"WISLEY, UK",London,16/02/2022,50.5,55,46,10.3,12.8,7.8
UKE00156884,"WISLEY, UK",London,17/02/2022,48.5,51,46,9.2,10.6,7.8
UKE00156884,"WISLEY, UK",London,18/02/2022,49,52,46,9.4,11.1,7.8
UKE00156884,"WISLEY, UK",London,19/02/2022,45,54,36,7.2,12.2,2.2
UKE00156884,"WISLEY, UK",London,20/02/2022,47,53,41,8.3,11.7,5
UKE00156884,"WISLEY, UK",London,21/02/2022,49,58,40,9.4,14.4,4.4
UKE00156884,"WISLEY, UK",London,22/02/2022,46.5,53,40,8.1,11.7,4.4
UKE00156884,"WISLEY, UK",London,23/02/2022,40.5,46,35,4.7,7.8,1.7
UKE00156884,"WISLEY, UK",London,24/02/2022,47.5,52,43,8.6,11.1,6.1
UKE00156884,"WISLEY, UK",London,25/02/2022,44,51,37,6.7,10.6,2.8
UKE00156884,"WISLEY, UK",London,26/02/2022,39,51,27,3.9,10.6,-2.8
UKE00156884,"WISLEY, UK",London,27/02/2022,45.5,55,36,7.5,12.8,2.2
UKE00156884,"WISLEY, UK",London,28/02/2022,42,47,37,5.6,8.3,2.8
UKE00156884,"WISLEY, UK",London,01/03/2022,45.5,46,45,7.5,7.8,7.2
UKE00156884,"WISLEY, UK",London,02/03/2022,48.5,53,44,9.2,11.7,6.7
UKE00156884,"WISLEY, UK",London,03/03/2022,42.5,45,40,5.8,7.2,4.4
UKE00156884,"WISLEY, UK",London,04/03/2022,44.5,45,44,6.9,7.2,6.7
UKE00156884,"WISLEY, UK",London,05/03/2022,43.5,46,41,6.4,7.8,5
UKE00156884,"WISLEY, UK",London,06/03/2022,41.5,46,37,5.3,7.8,2.8
UKE00156884,"WISLEY, UK",London,07/03/2022,43.5,54,33,6.4,12.2,0.6
UKE00156884,"WISLEY, UK",London,08/03/2022,43,54,32,6.1,12.2,0
UKE00156884,"WISLEY, UK",London,09/03/2022,49,59,39,9.4,15,3.9
UKE00156884,"WISLEY, UK",London,10/03/2022,50.5,54,47,10.3,12.2,8.3
UKE00156884,"WISLEY, UK",London,11/03/2022,50.5,54,47,10.3,12.2,8.3
UKE00156884,"WISLEY, UK",London,12/03/2022,49,53,45,9.4,11.7,7.2
UKE00156884,"WISLEY, UK",London,13/03/2022,51,56,46,10.6,13.3,7.8
UKE00156884,"WISLEY, UK",London,14/03/2022,48,60,36,8.9,15.6,2.2
UKE00156884,"WISLEY, UK",London,15/03/2022,44.5,52,37,6.9,11.1,2.8
UKE00156884,"WISLEY, UK",London,16/03/2022,52,57,47,11.1,13.9,8.3
UKE00156884,"WISLEY, UK",London,17/03/2022,47.5,61,34,8.6,16.1,1.1
UKE00156884,"WISLEY, UK",London,18/03/2022,46,59,33,7.8,15,0.6
UKE00156884,"WISLEY, UK",London,19/03/2022,47.5,54,41,8.6,12.2,5
UKE00156884,"WISLEY, UK",London,20/03/2022,50,63,37,10,17.2,2.8
UKE00156884,"WISLEY, UK",London,21/03/2022,46.5,66,27,8.1,18.9,-2.8
UKE00156884,"WISLEY, UK",London,22/03/2022,54,67,41,12.2,19.4,5
UKE00156884,"WISLEY, UK",London,23/03/2022,50,66,34,10,18.9,1.1
UKE00156884,"WISLEY, UK",London,24/03/2022,47,63,31,8.3,17.2,-0.6
UKE00156884,"WISLEY, UK",London,25/03/2022,47.5,63,32,8.6,17.2,0
UKE00156884,"WISLEY, UK",London,26/03/2022,43,53,33,6.1,11.7,0.6
UKE00156884,"WISLEY, UK",London,27/03/2022,50,62,38,10,16.7,3.3
UKE00156884,"WISLEY, UK",London,28/03/2022,44,52,36,6.7,11.1,2.2
UKE00156884,"WISLEY, UK",London,29/03/2022,47,52,42,8.3,11.1,5.6
UKE00156884,"WISLEY, UK",London,30/03/2022,46,47,45,7.8,8.3,7.2
UKE00156884,"WISLEY, UK",London,31/03/2022,41,48,34,5,8.9,1.1
UKE00156884,"WISLEY, UK",London,01/04/2022,41,49,33,5,9.4,0.6
UKE00156884,"WISLEY, UK",London,02/04/2022,38,50,26,3.3,10,-3.3
UKE00156884,"WISLEY, UK",London,03/04/2022,40.5,58,23,4.7,14.4,-5
UKE00156884,"WISLEY, UK",London,04/04/2022,49,59,39,9.4,15,3.9
UKE00156884,"WISLEY, UK",London,05/04/2022,51,58,44,10.6,14.4,6.7
UKE00156884,"WISLEY, UK",London,06/04/2022,52,56,48,11.1,13.3,8.9
UKE00156884,"WISLEY, UK",London,07/04/2022,48.5,53,44,9.2,11.7,6.7
UKE00156884,"WISLEY, UK",London,08/04/2022,45,54,36,7.2,12.2,2.2
UKE00156884,"WISLEY, UK",London,09/04/2022,43.5,55,32,6.4,12.8,0
UKE00156884,"WISLEY, UK",London,10/04/2022,47,65,29,8.3,18.3,-1.7
UKE00156884,"WISLEY, UK",London,11/04/2022,51.5,64,39,10.8,17.8,3.9
UKE00156884,"WISLEY, UK",London,12/04/2022,56,65,47,13.3,18.3,8.3
UKE00156884,"WISLEY, UK",London,13/04/2022,57,65,49,13.9,18.3,9.4
UKE00156884,"WISLEY, UK",London,14/04/2022,57,73,41,13.9,22.8,5
UKE00156884,"WISLEY, UK",London,15/04/2022,54.5,69,40,12.5,20.6,4.4
UKE00156884,"WISLEY, UK",London,16/04/2022,54,67,41,12.2,19.4,5
UKE00156884,"WISLEY, UK",London,17/04/2022,51,63,39,10.6,17.2,3.9
UKE00156884,"WISLEY, UK",London,18/04/2022,52,61,43,11.1,16.1,6.1
UKE00156884,"WISLEY, UK",London,19/04/2022,51.5,64,39,10.8,17.8,3.9
UKE00156884,"WISLEY, UK",London,20/04/2022,54,66,42,12.2,18.9,5.6
UKE00156884,"WISLEY, UK",London,21/04/2022,49.5,60,39,9.7,15.6,3.9
UKE00156884,"WISLEY, UK",London,22/04/2022,54,63,45,12.2,17.2,7.2
UKE00156884,"WISLEY, UK",London,23/04/2022,57.5,66,49,14.2,18.9,9.4
UKE00156884,"WISLEY, UK",London,24/04/2022,51.5,59,44,10.8,15,6.7
UKE00156884,"WISLEY, UK",London,25/04/2022,51.5,62,41,10.8,16.7,5
UKE00156884,"WISLEY, UK",London,26/04/2022,43,53,33,6.1,11.7,0.6
UKE00156884,"WISLEY, UK",London,27/04/2022,48.5,58,39,9.2,14.4,3.9
UKE00156884,"WISLEY, UK",London,28/04/2022,42,52,32,5.6,11.1,0
UKE00156884,"WISLEY, UK",London,29/04/2022,50.5,64,37,10.3,17.8,2.8
UKE00156884,"WISLEY, UK",London,30/04/2022,44,59,29,6.7,15,-1.7
UKE00156884,"WISLEY, UK",London,01/05/2022,53.5,60,47,11.9,15.6,8.3
UKE00156884,"WISLEY, UK",London,02/05/2022,54,62,46,12.2,16.7,7.8
UKE00156884,"WISLEY, UK",London,03/05/2022,58.5,67,50,14.7,19.4,10
UKE00156884,"WISLEY, UK",London,04/05/2022,58.5,67,50,14.7,19.4,10
UKE00156884,"WISLEY, UK",London,05/05/2022,56,72,40,13.3,22.2,4.4
UKE00156884,"WISLEY, UK",London,06/05/2022,57.5,69,46,14.2,20.6,7.8
UKE00156884,"WISLEY, UK",London,07/05/2022,59,67,51,15,19.4,10.6
UKE00156884,"WISLEY, UK",London,08/05/2022,59.5,72,47,15.3,22.2,8.3
UKE00156884,"WISLEY, UK",London,09/05/2022,52,68,36,11.1,20,2.2
UKE00156884,"WISLEY, UK",London,10/05/2022,58.5,61,56,14.7,16.1,13.3
UKE00156884,"WISLEY, UK",London,11/05/2022,58.5,65,52,14.7,18.3,11.1
UKE00156884,"WISLEY, UK",London,12/05/2022,56,69,43,13.3,20.6,6.1
UKE00156884,"WISLEY, UK",London,13/05/2022,60.5,72,49,15.8,22.2,9.4
UKE00156884,"WISLEY, UK",London,14/05/2022,53,63,43,11.7,17.2,6.1
UKE00156884,"WISLEY, UK",London,15/05/2022,62,71,53,16.7,21.7,11.7
UKE00156884,"WISLEY, UK",London,16/05/2022,65,78,52,18.3,25.6,11.1
UKE00156884,"WISLEY, UK",London,17/05/2022,59.5,72,47,15.3,22.2,8.3
UKE00156884,"WISLEY, UK",London,18/05/2022,60.5,72,49,15.8,22.2,9.4
UKE00156884,"WISLEY, UK",London,19/05/2022,59.5,65,54,15.3,18.3,12.2
UKE00156884,"WISLEY, UK",London,20/05/2022,60.5,70,51,15.8,21.1,10.6
UKE00156884,"WISLEY, UK",London,21/05/2022,60.5,74,47,15.8,23.3,8.3
UKE00156884,"WISLEY, UK",London,22/05/2022,55.5,67,44,13.1,19.4,6.7
UKE00156884,"WISLEY, UK",London,23/05/2022,57,66,48,13.9,18.9,8.9
UKE00156884,"WISLEY, UK",London,24/05/2022,57,66,48,13.9,18.9,8.9
UKE00156884,"WISLEY, UK",London,25/05/2022,57,68,46,13.9,20,7.8
UKE00156884,"WISLEY, UK",London,26/05/2022,59.5,69,50,15.3,20.6,10
UKE00156884,"WISLEY, UK",London,27/05/2022,60,66,54,15.6,18.9,12.2
UKE00156884,"WISLEY, UK",London,28/05/2022,52,64,40,11.1,17.8,4.4
UKE00156884,"WISLEY, UK",London,29/05/2022,50,59,41,10,15,5
UKE00156884,"WISLEY, UK",London,30/05/2022,49.5,63,36,9.7,17.2,2.2
UKE00156884,"WISLEY, UK",London,31/05/2022,55.5,65,46,13.1,18.3,7.8
UKE00156884,"WISLEY, UK",London,01/06/2022,56,71,41,13.3,21.7,5
UKE00156884,"WISLEY, UK",London,02/06/2022,57,74,40,13.9,23.3,4.4
UKE00156884,"WISLEY, UK",London,03/06/2022,59.5,68,51,15.3,20,10.6
UKE00156884,"WISLEY, UK",London,04/06/2022,56.5,60,53,13.6,15.6,11.7
UKE00156884,"WISLEY, UK",London,05/06/2022,57,63,51,13.9,17.2,10.6
UKE00156884,"WISLEY, UK",London,06/06/2022,60.5,69,52,15.8,20.6,11.1
UKE00156884,"WISLEY, UK",London,07/06/2022,57.5,71,44,14.2,21.7,6.7
UKE00156884,"WISLEY, UK",London,08/06/2022,62.5,69,56,16.9,20.6,13.3
UKE00156884,"WISLEY, UK",London,09/06/2022,61.5,74,49,16.4,23.3,9.4
UKE00156884,"WISLEY, UK",London,10/06/2022,66,73,59,18.9,22.8,15
UKE00156884,"WISLEY, UK",London,11/06/2022,61,71,51,16.1,21.7,10.6
UKE00156884,"WISLEY, UK",London,12/06/2022,58.5,70,47,14.7,21.1,8.3
UKE00156884,"WISLEY, UK",London,13/06/2022,60.5,76,45,15.8,24.4,7.2
UKE00156884,"WISLEY, UK",London,14/06/2022,63,82,44,17.2,27.8,6.7
UKE00156884,"WISLEY, UK",London,15/06/2022,63.5,84,43,17.5,28.9,6.1
UKE00156884,"WISLEY, UK",London,16/06/2022,69.5,90,49,20.8,32.2,9.4
UKE00156884,"WISLEY, UK",London,17/06/2022,64,76,52,17.8,24.4,11.1
UKE00156884,"WISLEY, UK",London,18/06/2022,63,68,58,17.2,20,14.4
UKE00156884,"WISLEY, UK",London,19/06/2022,60.5,72,49,15.8,22.2,9.4
UKE00156884,"WISLEY, UK",London,20/06/2022,64.5,78,51,18.1,25.6,10.6
UKE00156884,"WISLEY, UK",London,21/06/2022,61,79,43,16.1,26.1,6.1
UKE00156884,"WISLEY, UK",London,22/06/2022,62.5,79,46,16.9,26.1,7.8
UKE00156884,"WISLEY, UK",London,23/06/2022,60,73,47,15.6,22.8,8.3
UKE00156884,"WISLEY, UK",London,24/06/2022,62.5,70,55,16.9,21.1,12.8
UKE00156884,"WISLEY, UK",London,25/06/2022,61.5,71,52,16.4,21.7,11.1
UKE00156884,"WISLEY, UK",London,26/06/2022,58.5,69,48,14.7,20.6,8.9
UKE00156884,"WISLEY, UK",London,27/06/2022,60,72,48,15.6,22.2,8.9
UKE00156884,"WISLEY, UK",London,28/06/2022,59.5,71,48,15.3,21.7,8.9
UKE00156884,"WISLEY, UK",London,29/06/2022,63.5,70,57,17.5,21.1,13.9
UKE00156884,"WISLEY, UK",London,30/06/2022,63,73,53,17.2,22.8,11.7
UKE00156884,"WISLEY, UK",London,01/07/2022,61.5,73,50,16.4,22.8,10
UKE00156884,"WISLEY, UK",London,02/07/2022,63,74,52,17.2,23.3,11.1
UKE00156884,"WISLEY, UK",London,03/07/2022,61,73,49,16.1,22.8,9.4
UKE00156884,"WISLEY, UK",London,04/07/2022,59,72,46,15,22.2,7.8
UKE00156884,"WISLEY, UK",London,05/07/2022,61,77,45,16.1,25,7.2
UKE00156884,"WISLEY, UK",London,06/07/2022,61.5,76,47,16.4,24.4,8.3
UKE00156884,"WISLEY, UK",London,07/07/2022,72,83,61,22.2,28.3,16.1
UKE00156884,"WISLEY, UK",London,08/07/2022,65.5,81,50,18.6,27.2,10
UKE00156884,"WISLEY, UK",London,09/07/2022,68,85,51,20,29.4,10.6
UKE00156884,"WISLEY, UK",London,10/07/2022,70,89,51,21.1,31.7,10.6
UKE00156884,"WISLEY, UK",London,11/07/2022,71,89,53,21.7,31.7,11.7
UKE00156884,"WISLEY, UK",London,12/07/2022,70.5,84,57,21.4,28.9,13.9
UKE00156884,"WISLEY, UK",London,13/07/2022,71.5,78,65,21.9,25.6,18.3
UKE00156884,"WISLEY, UK",London,14/07/2022,68.5,81,56,20.3,27.2,13.3
UKE00156884,"WISLEY, UK",London,15/07/2022,65,84,46,18.3,28.9,7.8
UKE00156884,"WISLEY, UK",London,16/07/2022,68,87,49,20,30.6,9.4
UKE00156884,"WISLEY, UK",London,17/07/2022,75,99,51,23.9,37.2,10.6
UKE00156884,"WISLEY, UK",London,18/07/2022,78.5,103,54,25.8,39.4,12.2
UKE00156884,"WISLEY, UK",London,19/07/2022,70.5,80,61,21.4,26.7,16.1
UKE00156884,"WISLEY, UK",London,20/07/2022,69.5,76,63,20.8,24.4,17.2
UKE00156884,"WISLEY, UK",London,21/07/2022,65,73,57,18.3,22.8,13.9
UKE00156884,"WISLEY, UK",London,22/07/2022,72,82,62,22.2,27.8,16.7
UKE00156884,"WISLEY, UK",London,23/07/2022,69.5,83,56,20.8,28.3,13.3
UKE00156884,"WISLEY, UK",London,24/07/2022,68,74,62,20,23.3,16.7
UKE00156884,"WISLEY, UK",London,25/07/2022,67,72,62,19.4,22.2,16.7
UKE00156884,"WISLEY, UK",London,26/07/2022,66,74,58,18.9,23.3,14.4
UKE00156884,"WISLEY, UK",London,27/07/2022,63.5,76,51,17.5,24.4,10.6
UKE00156884,"WISLEY, UK",London,28/07/2022,68,82,54,20,27.8,12.2
UKE00156884,"WISLEY, UK",London,29/07/2022,64.5,80,49,18.1,26.7,9.4
UKE00156884,"WISLEY, UK",London,30/07/2022,67.5,81,54,19.7,27.2,12.2
UKE00156884,"WISLEY, UK",London,31/07/2022,74,82,66,23.3,27.8,18.9
UKE00107650,"HEATHROW, UK",London,01/07/2021,65,76,54,18.3,24.4,12.2
UKE00107650,"HEATHROW, UK",London,02/07/2021,65.5,72,59,18.6,22.2,15
UKE00107650,"HEATHROW, UK",London,03/07/2021,66,71,61,18.9,21.7,16.1
UKE00107650,"HEATHROW, UK",London,04/07/2021,65.5,71,60,18.6,21.7,15.6
UKE00107650,"HEATHROW, UK",London,05/07/2021,63,69,57,17.2,20.6,13.9
UKE00107650,"HEATHROW, UK",London,06/07/2021,63,70,56,17.2,21.1,13.3
UKE00107650,"HEATHROW, UK",London,07/07/2021,63.5,71,56,17.5,21.7,13.3
UKE00107650,"HEATHROW, UK",London,08/07/2021,67,76,58,19.4,24.4,14.4
UKE00107650,"HEATHROW, UK",London,09/07/2021,63,67,59,17.2,19.4,15
UKE00107650,"HEATHROW, UK",London,10/07/2021,63.5,71,56,17.5,21.7,13.3
UKE00107650,"HEATHROW, UK",London,11/07/2021,62.5,72,53,16.9,22.2,11.7
UKE00107650,"HEATHROW, UK",London,12/07/2021,64.5,72,57,18.1,22.2,13.9
UKE00107650,"HEATHROW, UK",London,13/07/2021,68,77,59,20,25,15
UKE00107650,"HEATHROW, UK",London,14/07/2021,65.5,72,59,18.6,22.2,15
UKE00107650,"HEATHROW, UK",London,15/07/2021,68.5,80,57,20.3,26.7,13.9
UKE00107650,"HEATHROW, UK",London,16/07/2021,67.5,83,52,19.7,28.3,11.1
UKE00107650,"HEATHROW, UK",London,17/07/2021,74.5,89,60,23.6,31.7,15.6
UKE00107650,"HEATHROW, UK",London,18/07/2021,75,89,61,23.9,31.7,16.1
UKE00107650,"HEATHROW, UK",London,19/07/2021,77.5,90,65,25.3,32.2,18.3
UKE00107650,"HEATHROW, UK",London,20/07/2021,75.5,87,64,24.2,30.6,17.8
UKE00107650,"HEATHROW, UK",London,21/07/2021,75,86,64,23.9,30,17.8
UKE00107650,"HEATHROW, UK",London,22/07/2021,70.5,78,63,21.4,25.6,17.2
UKE00107650,"HEATHROW, UK",London,23/07/2021,67,74,60,19.4,23.3,15.6
UKE00107650,"HEATHROW, UK",London,24/07/2021,66,71,61,18.9,21.7,16.1
UKE00107650,"HEATHROW, UK",London,25/07/2021,70.5,79,62,21.4,26.1,16.7
UKE00107650,"HEATHROW, UK",London,26/07/2021,66,72,60,18.9,22.2,15.6
UKE00107650,"HEATHROW, UK",London,27/07/2021,67,72,62,19.4,22.2,16.7
UKE00107650,"HEATHROW, UK",London,28/07/2021,68,74,62,20,23.3,16.7
UKE00107650,"HEATHROW, UK",London,29/07/2021,60.5,67,54,15.8,19.4,12.2
UKE00107650,"HEATHROW, UK",London,30/07/2021,64.5,71,58,18.1,21.7,14.4
UKE00107650,"HEATHROW, UK",London,31/07/2021,63,71,55,17.2,21.7,12.8
UKE00107650,"HEATHROW, UK",London,01/08/2021,63.5,69,58,17.5,20.6,14.4
UKE00107650,"HEATHROW, UK",London,02/08/2021,65,75,55,18.3,23.9,12.8
UKE00107650,"HEATHROW, UK",London,03/08/2021,63,75,51,17.2,23.9,10.6
UKE00107650,"HEATHROW, UK",London,04/08/2021,62.5,72,53,16.9,22.2,11.7
UKE00107650,"HEATHROW, UK",London,05/08/2021,65,75,55,18.3,23.9,12.8
UKE00107650,"HEATHROW, UK",London,06/08/2021,64.5,70,59,18.1,21.1,15
UKE00107650,"HEATHROW, UK",London,07/08/2021,62.5,69,56,16.9,20.6,13.3
UKE00107650,"HEATHROW, UK",London,08/08/2021,64.5,73,56,18.1,22.8,13.3
UKE00107650,"HEATHROW, UK",London,09/08/2021,65,75,55,18.3,23.9,12.8
UKE00107650,"HEATHROW, UK",London,10/08/2021,65,76,54,18.3,24.4,12.2
UKE00107650,"HEATHROW, UK",London,11/08/2021,63.5,72,55,17.5,22.2,12.8
UKE00107650,"HEATHROW, UK",London,12/08/2021,66.5,73,60,19.2,22.8,15.6
UKE00107650,"HEATHROW, UK",London,13/08/2021,67,78,56,19.4,25.6,13.3
UKE00107650,"HEATHROW, UK",London,14/08/2021,67,76,58,19.4,24.4,14.4
UKE00107650,"HEATHROW, UK",London,15/08/2021,61.5,66,57,16.4,18.9,13.9
UKE00107650,"HEATHROW, UK",London,16/08/2021,59.5,65,54,15.3,18.3,12.2
UKE00107650,"HEATHROW, UK",London,17/08/2021,64,75,53,17.8,23.9,11.7
UKE00107650,"HEATHROW, UK",London,18/08/2021,65.5,71,60,18.6,21.7,15.6
UKE00107650,"HEATHROW, UK",London,19/08/2021,64,71,57,17.8,21.7,13.9
UKE00107650,"HEATHROW, UK",London,20/08/2021,63,70,56,17.2,21.1,13.3
UKE00107650,"HEATHROW, UK",London,21/08/2021,67,74,60,19.4,23.3,15.6
UKE00107650,"HEATHROW, UK",London,22/08/2021,65.5,72,59,18.6,22.2,15
UKE00107650,"HEATHROW, UK",London,23/08/2021,67.5,75,60,19.7,23.9,15.6
UKE00107650,"HEATHROW, UK",London,24/08/2021,63,72,54,17.2,22.2,12.2
UKE00107650,"HEATHROW, UK",London,25/08/2021,61,66,56,16.1,18.9,13.3
UKE00107650,"HEATHROW, UK",London,26/08/2021,64,67,61,17.8,19.4,16.1
UKE00107650,"HEATHROW, UK",London,27/08/2021,62,70,54,16.7,21.1,12.2
UKE00107650,"HEATHROW, UK",London,28/08/2021,60,68,52,15.6,20,11.1
UKE00107650,"HEATHROW, UK",London,29/08/2021,57,63,51,13.9,17.2,10.6
UKE00107650,"HEATHROW, UK",London,30/08/2021,61.5,66,57,16.4,18.9,13.9
UKE00107650,"HEATHROW, UK",London,31/08/2021,61.5,66,57,16.4,18.9,13.9
UKE00107650,"HEATHROW, UK",London,01/09/2021,62.5,68,57,16.9,20,13.9
UKE00107650,"HEATHROW, UK",London,02/09/2021,65.5,72,59,18.6,22.2,15
UKE00107650,"HEATHROW, UK",London,03/09/2021,62,68,56,16.7,20,13.3
UKE00107650,"HEATHROW, UK",London,04/09/2021,67,80,54,19.4,26.7,12.2
UKE00107650,"HEATHROW, UK",London,05/09/2021,70,83,57,21.1,28.3,13.9
UKE00107650,"HEATHROW, UK",London,06/09/2021,72,86,58,22.2,30,14.4
UKE00107650,"HEATHROW, UK",London,07/09/2021,73.5,87,60,23.1,30.6,15.6
UKE00107650,"HEATHROW, UK",London,08/09/2021,67.5,75,60,19.7,23.9,15.6
UKE00107650,"HEATHROW, UK",London,09/09/2021,67.5,73,62,19.7,22.8,16.7
UKE00107650,"HEATHROW, UK",London,10/09/2021,68.5,75,62,20.3,23.9,16.7
UKE00107650,"HEATHROW, UK",London,11/09/2021,66,69,63,18.9,20.6,17.2
UKE00107650,"HEATHROW, UK",London,12/09/2021,62.5,71,54,16.9,21.7,12.2
UKE00107650,"HEATHROW, UK",London,13/09/2021,63.5,70,57,17.5,21.1,13.9
UKE00107650,"HEATHROW, UK",London,14/09/2021,66,72,60,18.9,22.2,15.6
UKE00107650,"HEATHROW, UK",London,15/09/2021,67,75,59,19.4,23.9,15
UKE00107650,"HEATHROW, UK",London,16/09/2021,62,72,52,16.7,22.2,11.1
UKE00107650,"HEATHROW, UK",London,17/09/2021,66.5,77,56,19.2,25,13.3
UKE00107650,"HEATHROW, UK",London,18/09/2021,59.5,65,54,15.3,18.3,12.2
UKE00107650,"HEATHROW, UK",London,19/09/2021,63.5,69,58,17.5,20.6,14.4
UKE00107650,"HEATHROW, UK",London,20/09/2021,62.5,72,53,16.9,22.2,11.7
UKE00107650,"HEATHROW, UK",London,21/09/2021,61.5,73,50,16.4,22.8,10
UKE00107650,"HEATHROW, UK",London,22/09/2021,63.5,76,51,17.5,24.4,10.6
UKE00107650,"HEATHROW, UK",London,23/09/2021,64.5,76,53,18.1,24.4,11.7
UKE00107650,"HEATHROW, UK",London,24/09/2021,60,65,55,15.6,18.3,12.8
UKE00107650,"HEATHROW, UK",London,25/09/2021,67,74,60,19.4,23.3,15.6
UKE00107650,"HEATHROW, UK",London,26/09/2021,61,66,56,16.1,18.9,13.3
UKE00107650,"HEATHROW, UK",London,27/09/2021,61.5,66,57,16.4,18.9,13.9
UKE00107650,"HEATHROW, UK",London,28/09/2021,55.5,62,49,13.1,16.7,9.4
UKE00107650,"HEATHROW, UK",London,29/09/2021,54.5,62,47,12.5,16.7,8.3
UKE00107650,"HEATHROW, UK",London,30/09/2021,55,65,45,12.8,18.3,7.2
UKE00107650,"HEATHROW, UK",London,01/10/2021,56.5,59,54,13.6,15,12.2
UKE00107650,"HEATHROW, UK",London,02/10/2021,54.5,64,45,12.5,17.8,7.2
UKE00107650,"HEATHROW, UK",London,03/10/2021,57.5,65,50,14.2,18.3,10
UKE00107650,"HEATHROW, UK",London,04/10/2021,55,60,50,12.8,15.6,10
UKE00107650,"HEATHROW, UK",London,05/10/2021,57.5,64,51,14.2,17.8,10.6
UKE00107650,"HEATHROW, UK",London,06/10/2021,56.5,65,48,13.6,18.3,8.9
UKE00107650,"HEATHROW, UK",London,07/10/2021,58.5,64,53,14.7,17.8,11.7
UKE00107650,"HEATHROW, UK",London,08/10/2021,61.5,66,57,16.4,18.9,13.9
UKE00107650,"HEATHROW, UK",London,09/10/2021,56,66,46,13.3,18.9,7.8
UKE00107650,"HEATHROW, UK",London,10/10/2021,54,61,47,12.2,16.1,8.3
UKE00107650,"HEATHROW, UK",London,11/10/2021,54,62,46,12.2,16.7,7.8
UKE00107650,"HEATHROW, UK",London,12/10/2021,52.5,61,44,11.4,16.1,6.7
UKE00107650,"HEATHROW, UK",London,13/10/2021,56,67,45,13.3,19.4,7.2
UKE00107650,"HEATHROW, UK",London,14/10/2021,54,59,49,12.2,15,9.4
UKE00107650,"HEATHROW, UK",London,15/10/2021,59,64,54,15,17.8,12.2
UKE00107650,"HEATHROW, UK",London,16/10/2021,55.5,64,47,13.1,17.8,8.3
